IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
9448671	OSSIAN	Germany	Komrowski E	Hanjin	2010 / 11	Nanjing Wujiazui Shipbuilding	WJZ023	SUL	6RT-flex50B	9.960	19,0	158,00	23,50	8,60	1085	730	250	14.500	12.514	None									
9448683	MONTAN	Germany	Komrowski E		2010 / 11	Nanjing Wujiazui Shipbuilding	WJZ024	SUL	6RT-flex50B	9.960	19,0	158,00	23,50	8,60	1085	730	250	14.500	12.514	None									
9412505	E.R. VISBY	Liberia	E R Schiffahrt		2009 / 12	Fujian Mawei Shipyard, China	431-14	SUL	8L46 MCR	9.240	19,0	164,50	21,40	7,30	889	610		12.400	8.250	None									
9448695	TITIAN	Germany	Komrowski E	X-press	2012 / 01	Nanjing Wujiazui Shipbuilding	WJZ025	SUL	6RT-flex50B	9.960	19,0	158,00	23,50	8,60	1085	730	250	14.500	12.514	None									
9246310	E.R. WILHELMSHAFEN	Liberia	E R Schiffahrt	CMA CGM	2002 / 11	SSW Fhr- und Spezialschiffbau GmbH, Germany	2005	SUL	7RTA72	21.560	22,2	211,90	29,80	11,40	2496	1810	700	33.800	26.400		MAERSK NEW ORLEANS-07								
9238791	E.R. YANTIAN	Liberia	E R Schiffahrt	CMA-CGM	2003 / 09	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1397	B&W;	8K90MCC	36.529	24,5	264,00	32,20	12,60	4250	2805	400	50.900	39.941	None	CMA CGM YANTIAN-11								
8113841	EVER ONWARD	Panama	Ocean Eagle Shipmanagment	Evergreen	1982 / 00	Hakodate Dock Co. Ltd., Japan	713	SUL	6RLB66	11.100	15,0	183,00	23,60	11,00	1278		No Info	30.251	19.698	None	UNI ONWARD-05								
7724942	EVER FORWARD	Panama	Evergreen Marine Coorperation	Evergreen	1979 / 00	NKK Corp. (Nippon Kokan K.K.), Japan	921	SUL	7RND68	7.723	16,5	161,50	26,90	10,50	956		40	18.821	13.993	1x36,1x20	UNI FORWARD-06								
8113853	EVER ORIENT	Panama	Ocean Eagle Shipmanagment	Evergreen	1982 / 00	Hakodate Dock Co. Ltd., Japan	714	SUL	6RLB66	11.100	15,0	183,00	23,60	11,00	1278		No Info	30.251	19.698	None	UNI ORIENT-05								
9161819	EAGLE SKY	Bahamas	ContInent maritime	CK Line	1996	Hakata Shipbuilding Co. Ltd., Japan	588	MIT	5UEC45LA	5.296	14,5	104,50	19,30	6,70	602		100	7.129	5.658	2 x 38									
8910079	BULWARK	Antigua	Esline Ship Management		1994 / 09	Stocznia Szczecinska S.A., Poland	183/6/02	B&W;	6L50MC	7.282	18,0	149,50	22,30	8,30	1012	649	90	12.568	9.601	2 x 40	MAERSK SANTOS-96	BULWARK-96	GAMTOOSE-98	MAERSK HARARE-98	GIFFIN AFRICA-98	P&O; NEDLLOYD CARTAGENA-02	MOL LOYALTY-04	ARMINIA-04	MOL LOYALTY-04
8421573	NANTAI PRINCESS	Singapore	Pan-United Shipping		1985 / 00	Shin Yamamoto Shipbuilding & Engineering Co. Ltd., Japan	277	B&W;	7L50MC	7.414	16,5	155,70	22,60	8,40	706		50	15.664	10.649	None	PU HARMONY-04								
9299331	EASTERN EXPRESS	South Korea	CK Line Co Ltd		2004 / 11	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	448	B&W;	6S42MC	6.480	17,3	133,80	20,00	7,40	840	603		12.473	9.850										
9321524	EBBA MAERSK	Denmark	Maersk Line	Maersk	2007 / 05	Odense Steel Shipyard AS, Denmark	207	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	16,00	15500	11000	1.300	152.800	170.794	None									
9318266	ECEM KALKAVAN	Marshall Islands	Kalkavan K	Turkon	2005 / 12	Sedef Shipbuilding Industry Inc., Turkey	135	B&W;	6L60MC	11.475	19,0	149,00	22,70	7,80	1155		250	12.184	9.978	2 x 40									
9126924	MUKADDES KALKAVAN	Netherlands	JR Shipmanagement		1997 / 09	Sedef Shipbuilding Industry Inc., Turkey	109	B&W;	6L60MC	11.475	19,0	149,00	22,70	7,80	1145		232	12.123	9.978	2 x 40									
9143843	OUED EDDAHAB	Marocco	COMANAV		1998	Union Naval de Levante SA, Spain	245	MAN	8L40/45	4.840	15,5	114,60	20,00	7,00	506		75	7.600	5.638	None									
9321548	EDITH MAERSK	Denmark	Maersk Line	Maersk	2007 / 11	Odense Steel Shipyard AS, Denmark	209	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	16,00	15500	11000	1.300	152.800	170.794	None									
9295531	EEMSDIJK	Cyprus	Schning Rudolf		2007 / 03	Jiangsu Eastern Shipyard, China	02C-020	MAK	9M43	9.000	18,5	140,70	23,20	8,70	855		200	12.000	9.939										
9087544	FRESIAN TRADER	Turkey	Okan Denizcilik AS		1994 / 12	Schiffswerften Hugo Peters, Germany	846	MAN	9L32/40	3.960	16,0	116,40	19,50	7,10	547		40	7.014	4.984		EMS TRADE-96	FRESIAN TRADER-98	NORASIA ADRIA-99						
8030130	JOSEFA TORES	Bahamas	Eide Marine Service		1983 / 00	Astilleros Espanoles S.A. (AESA), Spain		PIL			13,5	199,90	27,10	5,30	616		0	10.670	9.210		WESTPHALIA-	EASTGATE-03	KITTY-03	EIDE TRANSPORTER-04					
9313199	EILBEK	Germany	Hansa Hamburg Shipping	MSC	2005 / 01	Meyer Werft, Germany	671	B&W;	8S50MCC	12.640	20,0	169,00	27,20	9,00	1660	1100	312	15.800	15.100	None	CAST PREMIER-05	CAST PROSPERITY-06							
8915677	NEDLLOYD AMERICA	Liberia	Blue Star Ship Managment GmbH	Maersk	1992	3008	SUL	8RTA84C	30.599	23,5	266,30	32,30	12,50	3604	2750	10x20	47.042	48.508	cont	LR									
7395351	PUERTO RICO	Puerto Rico	Interocean American Shipping	Sea Star Line	1975 / 00	Sun Shipbuilding & Dry Dock Co., USA	670	GE	Turbine	11.190	22,0	223,70	28,00	12,80	1200			16.012	31.515	None	NORTHERN LIGHTS-06								
7367445	EL TAINO	Puerto Rico	Interocean American Shipping	Sea Star Line	1974 / 00	Sun Shipbuilding & Dry Dock Co., USA	666	GE	Turbine	11.190	22,0	223,70	28,00	12,80	1200			16.337	28.137	None	GULF BEAR-79	EASTERN LIGHT-79	CAGUAS-90	KAINALU-99	EL MORRO-07				
9330264	MAYA 2	Netherlands	Seatrade Groningen	COSCO	2006 / 10	Kouan Shipbuilding Industry, China	401	B&W;	7L58/64	9.730	19,6	147,80	23,20	8,50	1118	700	220	13.760	9.912	2 x 45	MAYA 2-06	EL TORO-07	EWL WEST INDIES-07						
7506015	ATLANTIC BEAR	Puerto Rico	Interocean American Shipping	Sea Star Line	1976 / 00	Sun Shipbuilding & Dry Dock Co., USA	674	GE	Turbine	11.190	22,0	223,70	28,00	12,80	1200			16.403	17.525	None	ATLANTIC SPIRIT	KAIMOKU							
9388510	ELBCARRIER	Germany	Elbdeich Reederei	Crowley	2007 / 12	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	240	MAK	8M43	7.200	18,4	139,60	22,20	7,40	974	584	170	10.896	8.246	None									
9351098	ELBDEICH	Antigua	Elbdeich Reederei		2006 / 10	Cassens Schiffswerft und Maschinenfabrik GmbH, Germany	247	MAK	8 M 552 C	6.000	18,0	127,00	20,40	7,60	724	440	100	8.392	7.541		GRACECHURCH SUN-09	LOUISE BORCHARD-11							
9001045	HANJIN BREMEN	Greece	Danaos Shipping	TCC	1991 / 12	Hanjin Heavy Industries Co. Ltd., South Korea	006	SUL	7RTA84	33.320	22,5	242,90	32,30	11,70	2932	2462	153	44.008	37.134	None	CMA CGM ELBE-10	JIANGSU DRAGON-12							
9312640	VIKING EAGLE	Malta	Norse Management	Wan Hai	2006 / 09	Guangzhou Wenchong Shipyard, China	321	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40	SEA EAGLE-11								
9388522	ELBFEEDER	Liberia	Elbdeich Reederei		2008 / 04	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	242	MAK	8M43	7.200	18,4	139,60	22,20	7,40	974	584	170	10.896	8.246	None									
9351103	ELBINSEL	Antigua	Elbdeich Reederei	Borchard Line	2007 / 06	Cassens Schiffswerft und Maschinenfabrik GmbH, Germany	248	MAK	8 M 552 C	6.000	18,0	127,00	20,40	7,60	724	440	100	8.392	7.541		GRACECHURCH VENUS-10								
9351115	ELBMARSCH	Cyprus	Elbdeich Reederei		2007 / 06	Cassens Schiffswerft und Maschinenfabrik GmbH, Germany	249	MAK	8 M 552 C	6.000	18,0	127,00	20,40	7,60	724	440	100	8.392	7.541		CANDELARIA DEL MAR-09								
9532343	ELBMASTER	Antigua	Elbdeich Reederei		2009 / 12	Yangfan Shipbuilding Group	2110	MAK	8 M 552 C	6.000	18,0	127,00	20,40	7,60	724	440	100	8.392	7.541										
9388534	ELBFEEDER	Liberia	Elbdeich Reederei		2008 / 12	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	245	MAK	8M43	7.200	18,4	139,60	22,20	7,40	974	584	170	10.896	8.246	None									
9185401	ELBWOLF	Liberia	Wullf Hermann		1999 / 05	Stocznia Gdynia S.A., Poland	8184/01	B&W;	7S70MC	21.735	21,5	211,80	32,20	10,00	2732	2267	450	39.300	32.214	3 x 45	IPEX EQUALITY-02	ELBWOLF-02	ARAMAC-05	IBN KHALDOUN-10					
9347750	ELENA	Cyprus	Buss Hermann		2006 / 05	Yangfan Ship Group, China	2023	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604	256	11.500	10.000	2 x 40									
9129823	WARNOW TRADER	Antigua	Buss Hermann		1996 / 12	Meeres-Technik-Wismar, Germany	300	SUL	6RTA62	15146	21,0	168,00	26,70	10,80	1618	1124	200	22.250	15.992	3 x 45	LIBRA VALENCIA-99	LIBRA VALENCIA II-00	CMA CGM SPRINGBOK-06	WARNOW TRADER-06	MOL AGILITY-09				
9321500	ELEONORA MAERSK	Denmark	Maersk Line	Maersk	2007 / 01	Odense Steel Shipyard AS, Denmark	205	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	16,00	15500	11000	1.300	152.800	170.794	None									
9219862	ELISABETH	Netherlands	Holwerda Shipmanagement	Unifeeder	2000 / 04	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1157	B&W;	8L40/54	5.760	17,0	118,50	18,20	7,10	658	380	102	6.650	5.056	None									
9070656	ELISABETH	Liberia	Maritime Gesellschafft		1994 / 11	Thyssen Nordseewerke GmbH, Germany	509	B&W;	7L60MC	11.550	19,0	182,20	28,40	10,10	1803	1472	100	29.931	21.034	1x40,2x36	CIELO DE LOS ANGELES-99	ELISABETH-99	KOTA PERMASAN-04	CCNI VALPARADISO-04	X-PRESS RESOLUTE-07	CSAV COLOMBIA-09			
9082790	ELISABETH RICKMERS	Antigua	Rickmers & Cie		1995 / 03	Stocznia Szczecinska S.A., Poland	170/1/01	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	23.190	16.801	3 x 45	CSAV SANTOS-97	PACIFIC DISCOVERY-01	DELMAS JOINTVILLE-04	ELISABETH RICKMERS-09	CCNI VADO LIGURE-12				
9239850	ELISA DELMAS	Bahamas	CMA-CGM	CMA-CGM	2002 / 04	Hanjin Heavy Industries Co. Ltd., South Korea	652	B&W;	7S60MCC	15.816	20,0	168,00	27,20	9,20	1641	1230	194	21.420	17.167										
9315018	ELITE	Netherlands	JR Ship Management	Holland Maas	2005 / 06	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1245	MAK	9M43	8.400	18,5	149,10	22,50	8,70	1008	585	204	13.740	11.622	2 x 45	HOLLAND MAAS BATAVE-06	MSC BATAVE-07							
9374117	ELLEN S	Cyprus	Schepers R & Co		2007 / 05	Jinling Shipyard, China	04-0415	B&W;	7L58/64	15.806	19,6	147,80	23,20	8,50	1118	700	220	13.760	9.912	2 x 45	EMIRATES GONDWANA-09								
9318917	PANDORA	Cyprus	Marlow Navigation	ATLANTIC	2004 / 07	Yangfan Ship Group, China	2014	MAK	7M43	6.300	18,0	132,60	19,20	7,20	672	408	116	9.500	8.500	2 x 50									
9321536	ELLY MAERSK	Denmark	Maersk Line	Maersk	2007 / 09	Odense Steel Shipyard AS, Denmark	208	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	16,00	15500	11000	1.300	152.800	170.794	None									
8406286	MING PROMOTION	Bermuda	Anglo Eastern Ship Managment	Hapag-Lloyd	1987	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	312	SUL	8RTA76	17.425	20,5	269,70	32,20	11,50	3266	2347	82	40.744	40.464	None	TMM SINALOA-05	CP SINALOA-06							
9149897	WEHR SCHULAU	Marshall Islands	Wehr Oskar	CSAV	1999 / 11	Stocznia Szczecinska S.A., Poland	170/1/19	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.878	16.801	3 x 45									
9259379	SUPERIOR CONTAINER	Liberia	Eurobulk Ltd		2003 / 03	Naikai Zosen Corp., Japan	673	B&W;	7S70MC	21.735	22,5	199,90	32,20	10,90	2495	1820	300	33.216	27.227	None	TORGE S-03	MAERSK NASSAU-08							
9243617	MATE	Hong Kong	Eurobulk		2004 / 04	Stocznia Gdansk S.A., Poland	8200/09	B&W;	7S70MC	21.735	22,2	208,00	32,20	11,40	2672	2040	400	35.924	30.024	4 x 45	KOTA PERKASA-07	MATE-11							
9203538	SANTA ADRIANA	Marshall Islands	Technomar Shipping		2000 / 11	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1308	SUL	8RTA62U	17.652	23,0	203,40	29,80	10,10	2506		420	32.298	25.294	4 x 45	P&O; NEDLLOYD ALGOA-01	MOL PARANA-02	P&O; NEDLLOYD ALGOA-05	SANTA ADRIANA-10					
9203514	SANTA ARABELLA	Marshall Islands	Technomar Shipping		2000 / 08	Samsung Shipbuilding & Heavy industries Co. Ltd, South Korea	1304	SUL	8RTA62U	17.652	23,0	203,40	29,80	10,10	2506		420	32.298	25.294	4 x 45	P&O; NEDLOYD ACCRA-01	MOL RARAGUAY-02	P&O; NEDLLOYD AGULHAS-02	P&O; NEDLLOYD ACCRA-06	SANTA ARABELLA-10				
9231494	DONATA SCHULTE	Cyprus	Eurobulk Ltd	Maersk	2001 / 10	Hyundai Heavy Industries Ltd. Co, South Korea	1297	SUL	7RTA 72 U	21.558	22,0	210,00	30,20	11,50	2556	1850	600	33.871	26.718	3 x 45	DONATA SCHULTE-06								
9338967	LAMBERT SCHULTE	Cyprus	Eurobulk Ltd		2005 / 06	Guangzhou Wenchong Shipyard, China	315	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40	CAP AGULHAS-08								
9178537	SANTOS CHALLENGER	Panama	Eurobulk Ltd	MOL	1999 / 03	Minami Nippon Zosen K.K., Japan	654	B&W;	8S60MC	18060	20,0	184,00	32,20	10,10	2135		200	28.917	25.600	2 x 40	SANTOS CHALLENGER-01	MOL VOLTA-12							
9403413	LEOPOLD SCHULTE	Singapore	Eurobulk Ltd		2007 / 07	Guangzhou Wenchong Shipyard, China	334	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40	CAP ANDREAS								
7909516	AMBROSIA	Singapore	Pacific International Line		1980 / 00	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	0656	MAN	K7SZ70/125BL	10.632	18,5	170,20	28,40	9,70	1152		125	21.232	15.689	None	KOTA MEWAH-08	SAO PAULO II-08							
9326823	HAMMONIA EMDEN	Liberia	Doehle Peter Schiffahrts	Libra	2006 / 01	Hyundai Heavy Industries Ltd. Co, South Korea	1755	SUL	7RTA 72U	16.077	22,0	210,00	30,20	11,50	2556	1850	600	34.717	25630	4x40	LIBRA IPANEMA-11								
9477323	HAMMONIA ISTRIA	Liberia	Doehle Peter Schiffahrts		2013 / 06	Jiangsu New Yangzijiang Shipbuilding Co. Ltd, China	2007-777C	B&W;	9K90MCC	36.482	22,0	255,10	37,30	12,60	4785	3600	600	57.700	39.941	None									
9336165	HAMMONIA PALATIUM	Liberia	Doehle Peter Schiffahrts	MOL	2006 / 11	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	680C	B&W;	6K80MCC	20.930	22,0	208,50	29,80	11,40	2546	1908	400	33.800	25.360	3 x 45	CCNI NINGBO-09	MOL STABILITY-11							
9321483	EMMA MAERSK	Denmark	Maersk Line	Maersk	2006 / 08	Odense Steel Shipyard AS, Denmark	203	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	15,50	15500	11000	1.300	152.800	170.794	None									
9359258	MARIA J	Marshall Islands	JR Shipping BV		2008 / 08	Peene-Werft GmbH, Germany	547	B&W;	8S50	12.640	19,8	170,00	25,10	9,50	1440	1065	316	20.250	15.995	None									
9387425	EMPIRE	Germany	JR Shipping BV		2009 / 10	Peene-Werft GmbH, Germany	554	B&W;	7S50	11.060	19,3	170,00	25,10	9,50	1440	1065	226	20.313	15.995	None									
9046112	EMPRESS DRAGON	Panama	COSCO Container Lines	COSCO	1994	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	566	B&W;	10L80MC	30.965	24,9	274,00	32,20	12,00	3494	2658	197	48.765	46.734	None									
9041227	EMPRESS HEAVEN	Panama	COSCO Container Lines	COSCO	1993	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	564	B&W;	10L80MC	30.967	24,8	275,70	32,30	12,00	3494	2658	197	46.863	46.734	None	MING HEAVEN-02								
9046124	EMPRESS PHOENIX	Panama	COSCO Container Lines	COSCO	1994	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	567	B&W;	10L80MC	30.965	24,9	274,00	32,20	12,00	3494	2658	197	46.125	46.734	None									
9041239	EMPRESS SEA	Panama	COSCO Container Lines	COSCO	1994	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	565	B&W;	10L80MC	30.965	24,9	275,70	32,20	12,00	3494	2658	197	46.813	46.734	None									
9138654	EMS STAR	Antigua	Juhlke Schiffahrts		1995	Fujian Mawei Shipyard, China	429-2	MAK	6M552C	4.500	16,0	121,90	19,60	6,30	617	412	No Info	7.800	5.850	None									
9213105	EMS TRADER	Antigua	Buss Hermann	Hapag-Lloyd	2000 / 10	Thyssen Nordseewerke GmbH, Germany	526	B&W;	7L70MC	19.810	22,8	207,40	29,80	11,60	2466	1880	400	33.970	25.535	3 x 45	SEA CHEETAR-02	ALEMANIA EXPRESS-05							
9226504	JUTURNA	Liberia	Maritime Gesellschafft	CSCL	2000 / 04	Thyssen Nordseewerke GmbH, Germany	528	B&W;	7L70MC	19.810	22,8	207,40	29,80	11,60	2466	1880	400	33.970	25.535	3 x 45	CSCL LONGKOU-07	CAP REINGA-12							
9255775	ENCOUNTER	Netherlands	JR Ship Management	Delphis	2004 / 07	Bodewes Scheepswerf Volharding B.V., Netherlands	544	MAK	8M43	7.200	18,0	134,70	21,50	7,00	750	515	190	9.450	7.680	None									
9312195	ENDEAVOR	Netherlands	JR Ship Management		2005 / 04	Bodewes Scheepswerf Volharding B.V., Netherlands	572	MAK	8M43	7.200	18,3	134,70	21,5	7,00	750	515	100	9.450	7.680	None									
8421212	JENS KNPPEL	Liberia	Cosmoship Management		1986 / 12	Rickmers Werft GmbH , Germany	430	MAN	6L58/64	6810	17,5	147,20	22,50	8,30	1002	660	75	12.712	9.367	2 x 36	JENS KNPPEL-86	BIRGIT NABER-86	NEDLLOYD ZAANDAM-88	BIRGIT NABER-89	AEL EUROPA-89	BIRGIT NABER-91	CMB ENVOY-92	BIRGIT NABER-95	FAS GULF-00
9312200	ENDURANCE	Netherlands	JR Ship Management		2005 / 08	Bodewes Scheepswerf Volharding B.V., Netherlands	573	MAK	8M43	7.200	18,3	134,70	21,5	7,00	750	515	100	9.450	7.680	None	UPPLAND-08	X-PRESS MONTE ROSA-10							
8204626	TOKYO MARU	Bermuda	Anglo Eastern Ship Managment	Hapag-Lloyd	1983 / 00	Sumitomo Heavy Industries Ltd., Japan	1112	SUL	8RLB90	23.538	21,2	221,70	32,20	11,60	1946		No Info	32.424	32.152	None	ALLIGATOR JOY-95	CANMAR ENDEAVOUR 98	CONTSHIP ENDEVOUR 99	CANMAR ENDURANCE-07					
9299501	ENERGIZER	Netherlands	JR Ship Management		2004	Bodewes Scheepswerf Volharding B.V., Netherlands	553	MAK	8M43	7.200	18,0	134,70	21,50	7,00	750	515	190	9.450	7.680	None									
9255737	ENFORCER	Netherlands	JR Ship Management		2003 / 10	Bodewes Scheepswerf Volharding B.V., Netherlands	540	MAK	8M43	7.200	18,0	153,70	18,00		917	623	206	10.600	8976	none	ENFORCER-09	X-PRESS MATTERHORN-12							
7724954	EVER FORTUNE	Panama	Capital Gate Holdings		1978 / 00	NKK Corp. (Nippon Kokan K.K.), Japan	919	SUL	7RND68	7.723	16,5	161,50	26,90	10,50	956		40	18.828	13.993	1x36,1x20	UNI FORTUNE-06	EAGLE PRESTIGE-11							
9312212	ENSEMBLE	Netherlands	JR Ship Management		2005 / 12	Bodewes Scheepswerf Volharding B.V., Netherlands	574	MAK	8M43	7.200	18,3	134,70	21,5	7,00	750	515	100	9.450	7.680	None	ENSEMBLE-09	X-PRESS MONTE BIANCO-11							
9247546	BREMEN BRIDGE	Panama	Shoei Kisen	Yang Ming	2001 / 09	Koyo Dockyard Co. Ltd., Japan	2131	SUL	10RTA96C	57.200	25,0	278,00	40,00	14,00	5570	4170	440	66.500	66.800	None	YM BREMEN-06								
9472103	ERATO	Liberia	Goldenport Shipmanagement		2011 / 06	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	2007-815C	B&W;	7L70MC	20.930	22,0	208,50	29,80	11,40	2546	1908	400	33.800	25.360	3 x 45									
9366471	ERKAN K	Turkey	Kalkavan K	Turkon	2007 / 12	Sedef Shipbuilding Industry Inc., Turkey	144	B&W;	6L60MC	11.475	19,0	149,00	22,70	7,80	1155		250	12.545	9.978										
9295177	ERNEST HEMINGWAY	Liberia	Schlter K & Co	Maersk	2005 / 11	Hanjin Heavy Industries Co. Ltd., South Korea	137	B&W;	9K90MCC	41.130	23,8	294,10	32,30	13,50	4900	3280	400	67.529	54.271	None									
9207560	SITC QINGDAO	Panama	Esmeralda Schffahrt	SITC	2000 / 01	Kyokuyo Shipyard Corp. , Japan	428	B&W;	6L50MC	7.998	19,1	144,80	22,40	8,20	847	610	No Info	12.675	9.413	None									
8912742	MAJOR	Antigua	Esmelalda Schiffart		1992 / 12	Stocznia Szczecinska S.A., Poland	183/3/01	B&W;	6L50MC	6.930	18,0	149,50	22,30	8,30	1012	649	90	12.583	9.601	2 x 40	MAERSK BOGOTA-94	SEA-LAND COLOMBIA-97	SAUDI BURAYDAH-98	MAJOR-98	CITY OF ISTANBUL-02	OPDR GRAND CANARIA-02	MAJOR	OPDR GRAN CANARIA	CITY OF ISTANBUL
9353759	VEGA HELSINKI	Gibraltar	Beluga Shipping	Evergreen	2012 / 01	Bodewes Scheepswerf Volharding B.V., Netherlands	591	MAK	8M43	7.200	18,0	153,70	18,00	6,90	917	623	206	10.600	8976	None									
9339868	RIO SAO FRANCISCO	Liberia	MPC Steamship	CMA-CGM	2008 / 02	Zhejiang Shipbuilding, China	03-127	B&W;	8S60MEC	19.040	21,5	189,00	28,50	11,50	2007	1620	510	38.000	28.305	3 x 45									
8415615	PROUD EAGLE	Turkey	Arkas Group		1985 / 00	Bremer Vulkan AG - Schiffbau, Germany	1047	B&W;	7L50MC	6.002	18,0	146,70	23,10	8,00	1022		100	13.309	10.282	2 x 40	CONTSHIP ENGLAND-95	BUXMAID-97	OOCL ACHIEVER-98	BUXMAID-99	ESRA A1-00	VENTO DEL GOLFO-07			
9501370	LUDWIGSHAFEN EXPRESS	Germany	Hapag-Lloyd	Hapag-Lloyd	2012 / 09	Hyundai Heavy Industries Ltd. Co, South Korea	2246	B&W;	12K 98ME-C7	68.840	24,6	366,50	48,20	15,50	13092	9082	800	140.580	135.000	None									
9321495	ESTELLE MAERSK	Denmark	Maersk Line	Maersk	2006 / 11	Odense Steel Shipyard AS, Denmark	204	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	15,50	15500	11000	1.300	152.800	170.794	None									
9222118	MARIANNE SCHULTE	Cyprus	Navigo Management	Maersk	2001 / 11	Hyundai Heavy Industries Ltd. Co, South Korea	1304	SUL	7RTA 72 U	21.558	22,0	210,00	30,20	11,50	2556	1850	600	33.871	26.718	3 x 45	CHRISTIANE SCHULTE-03	P&O; NEDLLOYD ALTIPLANO-05							
9321550	EUGEN MAERSK	Denmark	Maersk Line	Maersk	2008 / 02	Odense Steel Shipyard AS, Denmark	210	WAR	14RT-flex96C	80.080	24,5	397,70	56,40	16,00	15500	11000	1.300	152.800	170.794	None									
9232773	EURO MAX	Liberia	Wullf Hermann	Bengal tiger line	2000 / 08	Stocznia Gdansk S.A., Poland	8184/08	B&W;	7S70MC	21.735	22,5	211,80	32,20	12,00	2732	2267	450	39.300	32.214	3 x 45	P&O; NEDLLOYD DUBAI-04	CSAV RIO LOA-07	CMA CGM CHARCOT-12						
9458951	EUROCARGO GENOVA	Italy	Grimaldi Group	Grimaldi	2011 / 06	Hyundai Mipo Dockyards Ltd. Co, South Korea	8032	B&W;	9 L60MC-C7	20.070	22,3																		
9465514	EUROCARGO MALTA	Italy	Grimaldi Group	Grimaldi	2011 / 08	Hyundai Mipo Dockyards Ltd. Co, South Korea	8034	B&W;	9 L60MC-C7	20.070	22,3																		
9465538	EUROCARGO VENEZIA	Italy	Grimaldi Group	Grimaldi	2011 / 10	Hyundai Mipo Dockyards Ltd. Co, South Korea	8035	B&W;	9 L60MC-C7	20.070	22,3																		
8902395	EDYTH L	Bahamas	Diamond Ship Management	Great White	1990	Tsuneishi Shipbuilding Co., Japan	0636	B&W;	7L70MC	14.000	21,5	203,00	27,30	8,30	868		24	15.671	19.595	None									
8902400	FRANCES L	Bahamas	Diamond Ship Management	Great White	1991	Tsuneishi Shipbuilding Co., Japan	0637	B&W;	7L70MC	14.000	21,5	203,00	27,30	8,30	868		24	12.900	19.595	None	FRANCES L-08								
9015321	MARTHA L	Bermuda	Great white fleet	Great White	1992	Tsuneishi Shipbuilding Co., Japan	0660	B&W;	7L70MC	14.000	21,5	203,00	27,30	8,30	868		50	15.593	19.595	None	COURTNEY L-08								
8220046	PURITAN	Bermuda	Zodiac Maritime	Great White	1983 / 00	Ishikajima-Harima Heavy Industries Co. Ltd, Japan	2832	SUL	5RTA58	5.715	17,5	148,00	25,60	7,20	580		96	9.649	13.998	None	PURITAN-07								
8618396	NUOVA AFRICA	Liberia	Eastwind Shipmanagement		1989	Fincantieri-Cantieri Navali Italiani S.p.A., Italy	5857	SUL	6RTA62	11.382	17,5	174,00	30,50	10,50	1555		200	32.500	23.689	None	LT AFRICA-	AGIASOFIA-07							
8618401	NUOVA EUROPA	Liberia	Eastwind Shipmanagement		1990	Fincantieri-Cantieri Navali Italiani S.p.A., Italy	5858	SUL	6RTA62	11.138	17,5	174,00	30,50	10,50	1555		300	32.500	23.689	None	LT EUROPA-04	VLAHERNA-07							
9081734	TEVAL	Malta	XSM ship Management		1994 / 07	Kvaerner Warnow-Werft GmbH, Germany	427	SUL	7RTA58	11.130	18,6	167,20	25,00	9,80	1388	1014	150	20.185	14.865	3 x 40	RED SEA EMERALD-95	EMERALD-97	TEVAL-02	P&O; NEDLLOYD CAMOES	ARMADA HOLLAND-04	CALA PORLAMAR-10			
